userId,movieId,rating,timestamp,Month Name,Year
1,2,3.5,4/2/2005 11:53:00 PM,April,2005
1,29,3.5,4/2/2005 11:31:00 PM,April,2005
1,32,3.5,4/2/2005 11:33:00 PM,April,2005
1,47,3.5,4/2/2005 11:32:00 PM,April,2005
1,50,3.5,4/2/2005 11:29:00 PM,April,2005
1,112,3.5,9/10/2004 3:09:00 AM,September,2004
1,151,4,9/10/2004 3:08:00 AM,September,2004
1,223,4,4/2/2005 11:46:00 PM,April,2005
1,253,4,4/2/2005 11:35:00 PM,April,2005
1,260,4,4/2/2005 11:33:00 PM,April,2005
1,293,4,4/2/2005 11:31:00 PM,April,2005
1,296,4,4/2/2005 11:32:00 PM,April,2005
1,318,4,4/2/2005 11:33:00 PM,April,2005
1,337,3.5,9/10/2004 3:08:00 AM,September,2004
1,367,3.5,4/2/2005 11:53:00 PM,April,2005
1,541,4,4/2/2005 11:30:00 PM,April,2005
1,589,3.5,4/2/2005 11:45:00 PM,April,2005
1,593,3.5,4/2/2005 11:31:00 PM,April,2005
1,653,3,9/10/2004 3:08:00 AM,September,2004
1,919,3.5,9/10/2004 3:07:00 AM,September,2004
1,924,3.5,9/10/2004 3:06:00 AM,September,2004
1,1009,3.5,4/2/2005 11:53:00 PM,April,2005
1,1036,4,4/2/2005 11:44:00 PM,April,2005
1,1079,4,9/10/2004 3:07:00 AM,September,2004
1,1080,3.5,4/2/2005 11:42:00 PM,April,2005
1,1089,3.5,4/2/2005 11:31:00 PM,April,2005
1,1090,4,4/2/2005 11:44:00 PM,April,2005
1,1097,4,4/2/2005 11:48:00 PM,April,2005
1,1136,3.5,4/2/2005 11:30:00 PM,April,2005
1,1193,3.5,4/2/2005 11:31:00 PM,April,2005
1,1196,4.5,4/2/2005 11:32:00 PM,April,2005
1,1198,4.5,4/2/2005 11:30:00 PM,April,2005
1,1200,4,4/2/2005 11:29:00 PM,April,2005
1,1201,3,4/2/2005 11:30:00 PM,April,2005
1,1208,3.5,4/2/2005 11:33:00 PM,April,2005
1,1214,4,9/10/2004 3:12:00 AM,September,2004
1,1215,4,9/10/2004 3:14:00 AM,September,2004
1,1217,3.5,4/2/2005 11:33:00 PM,April,2005
1,1219,4,9/10/2004 3:13:00 AM,September,2004
1,1222,3.5,4/2/2005 11:30:00 PM,April,2005
1,1240,4,4/2/2005 11:43:00 PM,April,2005
1,1243,3,4/2/2005 11:46:00 PM,April,2005
1,1246,3.5,9/10/2004 3:09:00 AM,September,2004
1,1249,4,4/2/2005 11:43:00 PM,April,2005
1,1258,4,9/10/2004 3:13:00 AM,September,2004
1,1259,4,4/2/2005 11:44:00 PM,April,2005
1,1261,3.5,9/10/2004 3:15:00 AM,September,2004
1,1262,3.5,4/2/2005 11:32:00 PM,April,2005
1,1266,4,4/2/2005 11:42:00 PM,April,2005
1,1278,4,9/10/2004 3:13:00 AM,September,2004
1,1291,3.5,4/2/2005 11:45:00 PM,April,2005
1,1304,3,9/10/2004 3:08:00 AM,September,2004
1,1321,4,9/10/2004 3:14:00 AM,September,2004
1,1333,4,4/2/2005 11:36:00 PM,April,2005
1,1348,3.5,9/10/2004 3:14:00 AM,September,2004
1,1350,3.5,9/10/2004 3:15:00 AM,September,2004
1,1358,4,4/2/2005 11:43:00 PM,April,2005
1,1370,3,9/10/2004 3:09:00 AM,September,2004
1,1374,4,9/10/2004 3:09:00 AM,September,2004
1,1387,4,4/2/2005 11:35:00 PM,April,2005
1,1525,3,4/2/2005 11:55:00 PM,April,2005
1,1584,3.5,9/10/2004 3:07:00 AM,September,2004
1,1750,3.5,4/2/2005 11:56:00 PM,April,2005
1,1848,3.5,4/2/2005 11:53:00 PM,April,2005
1,1920,3.5,4/2/2005 11:54:00 PM,April,2005
1,1967,4,4/2/2005 11:48:00 PM,April,2005
1,1994,3.5,9/10/2004 3:14:00 AM,September,2004
1,1997,3.5,9/10/2004 3:13:00 AM,September,2004
1,2021,4,4/2/2005 11:52:00 PM,April,2005
1,2100,4,4/2/2005 11:52:00 PM,April,2005
1,2118,4,9/10/2004 3:14:00 AM,September,2004
1,2138,4,4/2/2005 11:49:00 PM,April,2005
1,2140,4,4/2/2005 11:48:00 PM,April,2005
1,2143,4,4/2/2005 11:52:00 PM,April,2005
1,2173,4,4/2/2005 11:51:00 PM,April,2005
1,2174,4,4/2/2005 11:50:00 PM,April,2005
1,2193,4,4/2/2005 11:49:00 PM,April,2005
1,2194,3.5,4/2/2005 11:44:00 PM,April,2005
1,2253,3.5,4/2/2005 11:55:00 PM,April,2005
1,2288,4,9/10/2004 3:14:00 AM,September,2004
1,2291,4,9/10/2004 3:09:00 AM,September,2004
1,2542,4,4/2/2005 11:44:00 PM,April,2005
1,2628,4,4/2/2005 11:53:00 PM,April,2005
1,2644,3.5,4/2/2005 11:36:00 PM,April,2005
1,2648,3.5,9/10/2004 3:13:00 AM,September,2004
1,2664,3.5,9/10/2004 3:15:00 AM,September,2004
1,2683,3.5,9/10/2004 3:07:00 AM,September,2004
1,2692,3.5,4/2/2005 11:32:00 PM,April,2005
1,2716,3.5,9/10/2004 3:13:00 AM,September,2004
1,2761,3,4/2/2005 11:32:00 PM,April,2005
1,2762,4,4/2/2005 11:42:00 PM,April,2005
1,2804,3.5,4/2/2005 11:43:00 PM,April,2005
1,2872,4,4/2/2005 11:48:00 PM,April,2005
1,2918,3.5,4/2/2005 11:44:00 PM,April,2005
1,2944,4,4/2/2005 11:43:00 PM,April,2005
1,2947,3.5,4/2/2005 11:46:00 PM,April,2005
1,2959,4,9/10/2004 3:08:00 AM,September,2004
1,2968,4,4/2/2005 11:50:00 PM,April,2005
1,3000,3.5,4/2/2005 11:29:00 PM,April,2005
1,3030,3,4/2/2005 11:29:00 PM,April,2005
1,3037,3.5,4/2/2005 11:46:00 PM,April,2005
1,3081,4,9/10/2004 3:15:00 AM,September,2004
1,3153,4,4/2/2005 11:50:00 PM,April,2005
1,3265,3.5,4/2/2005 11:28:00 PM,April,2005
1,3438,3.5,4/2/2005 11:54:00 PM,April,2005
1,3476,3.5,9/10/2004 3:15:00 AM,September,2004
1,3479,4,4/2/2005 11:48:00 PM,April,2005
1,3489,4,4/2/2005 11:53:00 PM,April,2005
1,3499,4,4/2/2005 11:35:00 PM,April,2005
1,3889,4,4/2/2005 11:55:00 PM,April,2005
1,3932,3,9/10/2004 3:16:00 AM,September,2004
1,3996,4,9/10/2004 3:08:00 AM,September,2004
1,3997,3.5,4/2/2005 11:56:00 PM,April,2005
1,4011,4,4/2/2005 11:43:00 PM,April,2005
1,4027,4,4/2/2005 11:44:00 PM,April,2005
1,4105,3.5,9/10/2004 3:15:00 AM,September,2004
1,4128,4,4/2/2005 11:35:00 PM,April,2005
1,4133,3,4/2/2005 11:56:00 PM,April,2005
1,4226,3.5,4/2/2005 11:28:00 PM,April,2005
1,4306,4,9/10/2004 3:09:00 AM,September,2004
1,4446,3.5,4/2/2005 11:52:00 PM,April,2005
1,4467,4,4/2/2005 11:50:00 PM,April,2005
1,4571,4,4/2/2005 11:51:00 PM,April,2005
1,4720,3.5,9/10/2004 3:13:00 AM,September,2004
1,4754,4,4/2/2005 11:36:00 PM,April,2005
1,4878,3.5,4/2/2005 11:28:00 PM,April,2005
1,4896,4,4/2/2005 11:48:00 PM,April,2005
1,4911,4,4/2/2005 11:52:00 PM,April,2005
1,4915,3,4/2/2005 11:54:00 PM,April,2005
1,4941,3.5,4/2/2005 11:53:00 PM,April,2005
1,4980,3.5,4/2/2005 11:54:00 PM,April,2005
1,4993,5,4/2/2005 11:31:00 PM,April,2005
1,5026,4,4/2/2005 11:50:00 PM,April,2005
1,5039,4,4/2/2005 11:51:00 PM,April,2005
1,5040,3,4/2/2005 11:54:00 PM,April,2005
1,5146,3.5,9/10/2004 3:15:00 AM,September,2004
1,5171,4,4/2/2005 11:55:00 PM,April,2005
1,5540,4,4/2/2005 11:51:00 PM,April,2005
1,5679,3.5,9/10/2004 3:15:00 AM,September,2004
1,5797,4,4/2/2005 11:51:00 PM,April,2005
1,5816,4,4/2/2005 11:48:00 PM,April,2005
1,5898,3.5,4/2/2005 11:53:00 PM,April,2005
1,5952,5,4/2/2005 11:30:00 PM,April,2005
1,5999,3.5,4/2/2005 11:55:00 PM,April,2005
1,6093,4,4/2/2005 11:48:00 PM,April,2005
1,6242,3.5,9/10/2004 3:13:00 AM,September,2004
1,6333,4,4/2/2005 11:45:00 PM,April,2005
1,6502,3.5,9/10/2004 3:14:00 AM,September,2004
1,6539,4,4/2/2005 11:45:00 PM,April,2005
1,6754,4,4/2/2005 11:53:00 PM,April,2005
1,6755,3.5,9/10/2004 3:14:00 AM,September,2004
1,6774,4,4/2/2005 11:49:00 PM,April,2005
1,6807,3.5,4/2/2005 11:31:00 PM,April,2005
1,6834,3.5,4/2/2005 11:54:00 PM,April,2005
1,6888,3,4/2/2005 11:55:00 PM,April,2005
1,7001,3.5,9/10/2004 3:15:00 AM,September,2004
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
